Year,Date,,Version,Release,Changes,By,,Type,General,General Category,,
2011,18/07/2011,3,3.0.,MAJOR,"Charset may not be threadsafe, because the HashSet is not synch. Fixes LANG-629.",,,,Fix thread-safe issue,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,StringEscapeUtils.escapeXML() can't process UTF-16 supplementary characters. Fixes LANG-617.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,StringUtils.endsWithAny method. Fixes LANG-614.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Add AnnotationUtils. Fixes LANG-651.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,BooleanUtils.toBooleanObject to support single character input. Fixes LANG-649.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,FastDateFormat.format() outputs incorrect week of year because locale isn't respected. Fixes LANG-645.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,StrSubstitutor should also handle the default properties of a java.util.Properties class. Fixes LANG-596.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,"Javadoc StringUtils.left() claims to throw on negative len, but doesn't. Fixes LANG-643.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.,MAJOR,Add normalizeSpace to StringUtils. Fixes LANG-640.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,"NumberUtils createNumber throws a StringIndexOutOfBoundsException when argument containing ""e"" and ""E"" is passed in. Fixes LANG-638.",,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,,,,,,,,
2011,18/07/2011,3,3.0.-beta,BETA,Convert StringUtils API to take CharSequence.,,,,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,"Push down WordUtils to ""text"" sub-package.",,,,Move file to different package,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,Extend exception handling in ConcurrentUtils to runtime exceptions. Fixes LANG-610.,,exception,Use runtime exceptions instead of checked,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Some StringUtils methods should take an int character instead of char to use String API features. Fixes LANG-608.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,EqualsBuilder causes StackOverflowException. Fixes LANG-606.,,exception,StackOverflowException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,DefaultExceptionContext overwrites values in recursive situations. Fixes LANG-605.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,ContextedRuntimeException no longer an 'unchecked' exception. Fixes LANG-602.,,exception,Make exception runtime,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,Add Builder Interface / Update Builders to Implement It. Fixes LANG-601.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,"Javadoc is incorrect for public static int lastIndexOf(String str, String searchStr). Fixes LANG-600.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.-beta,BETA,ClassUtils.getClass(): Allow Dots as Inner Class Separators. Fixes LANG-599.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,DateUtils equal & compare functions up to most significant field. Fixes LANG-594.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,"Remove JDK 1.2/1.3 bug handling in StringUtils.indexOf(String, String, int). Fixes LANG-590.",,,Remove unnecessary code,Code simplification,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,"Create a basic Pair<L, R> class. Fixes LANG-588.",,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,exception.DefaultExceptionContext.getFormattedExceptionMessage catches Throwable. Fixes LANG-585.,,,Avoid catching Throwable,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,Provide an implementation of the ThreadFactory interface. Fixes LANG-582.,,,Adapt to newer Java version,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Add new Validate methods. Fixes LANG-579.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,"ArrayUtils.add(T[] array, T element) can create unexpected ClassCastException. Fixes LANG-571.",,exception,ClassCastException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Do the test cases really still require main() and suite() methods?. Fixes LANG-570.,,,Remove method,Code simplification,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,"@SuppressWarnings(""unchecked"") is used too generally. Fixes LANG-568.",,,,Fix warnings,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Improve StrLookup API documentation. Fixes LANG-564.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2011,18/07/2011,3,3.0.-beta,BETA,Change Java package name. Fixes LANG-563.,,,Change file name,Code refactoring,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,Change Maven groupId. Fixes LANG-562.,,,Change groupId to 'org.apache.commons'.,Code refactoring,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,New TimedSemaphore class. Fixes LANG-560.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Added validState validation method. Fixes LANG-559.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Added isAssignableFrom and isInstanceOf validation methods. Fixes LANG-559.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Add TypeUtils class to provide utility code for working with generic types. Fixes LANG-553.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Replace Range classes with generic version. Fixes LANG-551.,,,Make classes generic,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,Use Iterable on API instead of Collection. Fixes LANG-548.,,,Use Iterable instead of Collection,Code refinement,Performance improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,Add methods to Validate to check whether the index is valid for the array/list/string. Fixes LANG-546.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Add ability to create a Future for a constant. Fixes LANG-545.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Replace StringBuffer with StringBuilder. Fixes LANG-541.,,,Replace StringBuffer with StringBuilder,Code refinement,Performance improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,Make NumericEntityEscaper immutable. Fixes LANG-540.,,,Make class immutable,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,Compile commons.lang for CDC 1.1/Foundation 1.1. Fixes LANG-539.,,,,Fix dependency,Update dependency,,
2011,18/07/2011,3,3.0.-beta,BETA,Add ArrayUtils.toArray to create generic arrays. Fixes LANG-537.,,,Add support for generics,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Validate: support for validating blank strings. Fixes LANG-533.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Add a concurrent package. Fixes LANG-529.,,,Add package,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Mutable classes should implement an appropriately typed Mutable interface. Fixes LANG-528.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Better EnumUtils. Fixes LANG-513.,,,Make method generic,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,StringEscapeUtils.unescapeJava should support \u+ notation. Fixes LANG-507.,,exception,NumberFormatException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Rewrite StringEscapeUtils. Fixes LANG-505.,,,,Code refactoring,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,bring ArrayUtils.isEmpty to the generics world. Fixes LANG-504.,,,Make method generic,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,Add support for background initialization. Fixes LANG-501.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Add support for the handling of ExecutionExceptions. Fixes LANG-499.,,,Adapt to newer Java version,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Add StringEscapeUtils.escapeText() methods. Fixes LANG-498.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Addition of ContextedException and ContextedRuntimeException. Fixes LANG-497.,,exception,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,A generic implementation of the Lazy initialization pattern. Fixes LANG-496.,,,Support lazy initialization,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Remove code that does not hold enough value to remain. Fixes LANG-493.,,,Remove unnecessary code,Code simplification,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,Remove code handled now by the JDK. Fixes LANG-492.,,Adapt to newer Java version,Remove unnecessary code,Code simplification,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,StrSubstitutor now supports substitution in variable names. Fixes LANG-482.,,,StrSubstitutor to support nested ${var-${subvr}} expansion,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Possible race-conditions in hashCode of the range classes. Fixes LANG-481.,,,,Fix race condition,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,StringEscapeUtils.escapeHtml incorrectly converts Unicode characters above U+00FFFF into 2 characters. Fixes LANG-480.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Document where in SVN trunk is. Fixes LANG-479.,,,,Update documentation,Documentation,,
2011,18/07/2011,3,3.0.-beta,BETA,StopWatch does not resist to system time changes. Fixes LANG-478.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Fixes for thread safety. Fixes LANG-474.,,,,Fix thread-safe issue,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Refactor Validate.java to eliminate code redundancy. Fixes LANG-458.,,,,Code simplification,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,Lower Ascii Characters don't get encoded by Entities.java. Fixes LANG-448.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,StringUtils.emptyToNull. Fixes LANG-444.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,StringEscapeUtils.escapeHTML() does not escape chars (0x00-0x20). Fixes LANG-439.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Remove @deprecateds. Fixes LANG-438.,,,,Code refactoring,Maintainability improvement,,
2011,18/07/2011,3,3.0.-beta,BETA,Add ClassUtils.isAssignable() variants with autoboxing. Fixes LANG-435.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Improve Javadoc for StringUtils class. Fixes LANG-424.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2011,18/07/2011,3,3.0.-beta,BETA,Javadoc incorrect for StringUtils.endsWithIgnoreCase. Fixes LANG-418.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.-beta,BETA,Investigate for vararg usages. Fixes LANG-396.,,,Add support for varargs,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,JDK 1.5 build/runtime failure on LANG-393 (EqualsBuilder). Fixes LANG-468.,,,Adapt to newer Java version,Fix failing build,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,LeftOf/RightOfNumber in Range convenience methods necessary. Fixes LANG-386.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,ExceptionUtils not thread-safe. Fixes LANG-369.,,,,Fix thread-safe issue,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,ObjectUtils.coalesce. Fixes LANG-358.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,StrBuilder should implement CharSequence and Appendable. Fixes LANG-355.,,,Adapt to newer Java version,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.-beta,BETA,"StringEscapeUtils.escapeHtml() escapes multibyte characters like Chinese, Japanese, etc. Fixes LANG-339.",,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Finally start using generics. Fixes LANG-336.,,,Add support for generics,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,StrBuilder does not implement clone(). Fixes LANG-302.,,,StrBuilder does not implement clone(),Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,EnumUtils for JDK 5.0. Fixes LANG-290.,,,Adapt to newer Java version,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,Wish : method unaccent. Fixes LANG-285.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,MutableBigDecimal and MutableBigInteger. Fixes LANG-276.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.-beta,BETA,StringEscaper.escapeXml() escapes characters > 0x7f. Fixes LANG-66.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.-beta,BETA,Depend on JDK 1.5+. Fixes LANG-11.,,,,Align with with external Java evolution,Update dependency,,
2011,16/01/2011,2.6,2.6.,MINOR,,,,,,,,
2011,16/01/2011,2.6,2.6.,MINOR,BooleanUtils: use same optimization in toBooleanObject(String) as in toBoolean(String). Fixes LANG-633.,,,,Code refinement,Performance improvement,,
2011,16/01/2011,2.6,2.6.,MINOR,ClassUtils: allow Dots as Inner Class Separators in getClass(). Fixes LANG-599.,,,,Fix inconsistency,Code redesign,,
2011,16/01/2011,2.6,2.6.,MINOR,DateUtils: equal and compare functions up to most significant field. Fixes LANG-594.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,DateUtils: provide a Date to Calendar convenience method. Fixes LANG-632.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,ObjectUtils: add clone methods to ObjectUtils. Fixes LANG-576.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,ObjectUtils: add a Null-safe compare() method. Fixes LANG-667.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,ObjectUtils: add notEqual() method. Fixes LANG-670.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,StrBuilder: implement clone() method. Fixes LANG-302.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,StringUtils: add a normalizeSpace() method. Fixes LANG-640.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,StringUtils: add endsWithAny() method. Fixes LANG-614.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,StringUtils: add defaultIfBlank() method. Fixes LANG-655.,,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,"StrSubstitutor: add a replace(String, Properties) variant. Fixes LANG-596.",,,,Add method,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,StrSubstitutor: support substitution in variable names. Fixes LANG-482.,,,support substitution in variable names,Add functionality,Add support for a new feature,,
2011,16/01/2011,2.6,2.6.,MINOR,Use StrBuilder instead of StringBuffer to improve performance where sync. is not an issue. Fixes LANG-669.,,,Replace StringBuffer with StringBuilder,Code refinement,Performance improvement,,
2011,16/01/2011,2.6,2.6.,MINOR,CharSet: make the underlying set synchronized. Fixes LANG-629.,,,,Fix thread-safe issue,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,CompareToBuilder: fix passing along compareTransients to the reflectionCompare method. Fixes LANG-635.,,,,Fix wrong implementation,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,ExtendedMessageFormat doesn't override equals(Object). Fixes LANG-636.,,,ExtendedMessageFormat doesn't override equals(Object),Fix wrong implementation,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,FastDateFormat: fix to properly include the locale when formatting a Date. Fixes LANG-645.,,,,Fix wrong implementation,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,"NumberUtils: createNumber() throws a StringIndexOutOfBoundsException when argument containing ""e"" and ""E"" is passed in. Fixes LANG-638.",,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,StringUtils methods do not handle Unicode 2.0+ supplementary characters correctly. Fixes LANG-607.,,,,Fix wrong implementation,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,SystemUtils: getJavaVersionAsFloat throws StringIndexOutOfBoundsException on Android runtime/Dalvik VM. Fixes LANG-624.,,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,MemberUtils: getMatchingAccessibleMethod does not correctly handle inheritance and method overloading. Fixes BEANUTILS-381.,,,,Fix wrong implementation,Bug fix,,
2011,16/01/2011,2.6,2.6.,MINOR,Javadoc is incorrect for lastIndexOf() method. Fixes LANG-600.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,16/01/2011,2.6,2.6.,MINOR,Javadoc for HashCodeBuilder.append(boolean) does not match implementation. Fixes LANG-628.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,16/01/2011,2.6,2.6.,MINOR,"Javadoc StringUtils.left() claims to throw an exception on negative lenth, but doesn't. Fixes LANG-643.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,16/01/2011,2.6,2.6.,MINOR,Javadoc - document thread safety. Fixes LANG-370.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,16/01/2011,2.6,2.6.,MINOR,Test for StringUtils replaceChars() icelandic characters. Fixes LANG-623.,,Test,,Fix failing tests,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,,,,,,,,
2010,25/02/2010,2.5,2.5,MINOR,ArrayUtils - add isNotEmpty() methods. Fixes LANG-583.,,,,Add method,Add support for a new feature,,
